ID,Energy,Performance
0,0.20562642799904537,0.14320832661255833
1,0.19643858593887342,0.16594131342671975
2,0.26963181488521715,0.09632229998192057
3,0.24713067844647715,0.1044536253653358
4,0.2278477717298218,0.11289375388187978
5,0.22297953638909263,0.11759789785807596
6,0.2397048642733637,0.10717050439009908
7,0.19776076426184577,0.14548324379759067
8,0.18251679501309795,0.21465900795660056
9,0.23209629076563076,0.10835090850470312
10,0.18441985876078096,0.18185157181530445
11,0.23197944750757454,0.11015664356191449
12,0.1977592741377745,0.15987468367910146
13,0.20787642769225512,0.13388868851732377
14,0.20984225195964443,0.13110780503137598
15,0.21785061699025418,0.12040030008528409
16,0.17890990587149175,0.21725339568495902
17,0.20759908930629084,0.1393746800926446
18,0.25963018977343605,0.10112649690893398
19,0.24888981373975042,0.10386820525053607
20,0.23977656553749732,0.1059141409580548
21,0.21494645282977165,0.12379382397412159
22,0.1947669296940178,0.16895504072835604
23,0.26070947787279686,0.09888394979622486
24,0.21092767586400427,0.12423100387135029
25,0.19657024278328508,0.16087079908650181
26,0.2612304953715867,0.09717661240204144
