ID,Energy,Performance
0,0.22964185063642975,0.10421241229190925
1,0.20168218528832152,0.11340523603493648
2,0.1757075703477091,0.1631349671649181
3,0.1799153326458343,0.15175634520772113
4,0.18491956745610083,0.13071695032577882
5,0.22305233439295252,0.10468221180649291
6,0.17222415264575133,0.18133946706342738
7,0.2060758572898694,0.10692259484019877
8,0.17333167679553005,0.1669159373425482
9,0.23275624388828614,0.1020837893632875
10,0.17133391384284388,0.18498628810829923
11,0.1884870141801681,0.12313854200801451
12,0.16795138506335464,0.21037007952545622
13,0.19885837737794482,0.11379103043742052
14,0.18077509740424275,0.14950060441123056
15,0.1927114560588623,0.12125878884982014
16,0.21360429867953623,0.10520086010872927
17,0.19619793919724887,0.11608710849038188
18,0.1955606890596199,0.11629009000574156
19,0.1815750861522878,0.1377578369460774
20,0.17813341248169998,0.1595542030033493
21,0.17409641302464288,0.16555446242001703
22,0.18222640123353173,0.13507836992335734
23,0.18101609480349037,0.14367205588449333
24,0.2032368123572431,0.10977525301914186
