ID,Energy,Performance
0,0.22450488227359622,0.19219252415643678
1,0.22263233654576706,0.1925943906617701
2,0.2923462474727713,0.10576658192206254
3,0.3013110688364809,0.10111387256202307
4,0.2956026031027899,0.10515630107493569
5,0.24838123097978468,0.13842373628122273
6,0.26029350398554796,0.12812782136074496
7,0.2605051475451126,0.12270007116716079
8,0.2732157557026636,0.11702553304520286
9,0.27923677594978163,0.10953212212446736
10,0.22637942709870254,0.16397350391859447
11,0.22631536906855904,0.18336571911485156
12,0.26795543542815814,0.11720138264609113
13,0.29129489613950815,0.10601653831171355
14,0.2754343190939949,0.10961555827143539
15,0.2661982289214962,0.11896287109062484
16,0.21866308544324284,0.19632947843078785
17,0.2508934878363186,0.13657757951033542
18,0.3105337737489494,0.09771481771402209
19,0.2742426832822357,0.11076799804822784
20,0.25867380060464834,0.1286073151673713
21,0.29707515554063246,0.10167275392620759
22,0.25667705009381386,0.13335384618634316
23,0.3100798048324785,0.09857047828451057
24,0.2967203592325652,0.10363191914931742
25,0.2539538450158985,0.13532515717768256
26,0.21623531217598885,0.19860372952535918
27,0.2578898068028931,0.13216602525862126
28,0.23730223386952318,0.15108842805771033
29,0.25466708815749545,0.1344230258417941
30,0.24382841730686317,0.13890745470288543
31,0.2376911886658487,0.14021972574855335
