ID,Energy,Performance
0,0.2093947096647704,0.11987556295761612
1,0.18415233459087102,0.1425767776915147
2,0.19488712411967093,0.13633601637827114
3,0.1831721343788681,0.15399938545119338
4,0.19859438429212004,0.12442195139246216
5,0.25197506818794013,0.0991245406793128
6,0.19736796701313716,0.13361854701025644
7,0.23116093909935242,0.10196055614848809
8,0.16900220487841144,0.2211441153315382
9,0.2020105774485853,0.12433540546584798
10,0.21171217060115133,0.11435026009232778
11,0.1764735656688836,0.1881081169533652
12,0.17461815073774975,0.19210613876075686
13,0.17670660234268679,0.17413913166799094
14,0.17503736046517276,0.18845120973387125
15,0.2179184882381924,0.11062423976858055
16,0.2237555718052717,0.1036189288305209
17,0.1782130114461647,0.15457938861484702
18,0.1934820392887384,0.14104386023923768
19,0.17314606557483592,0.20080818622647037
20,0.2119272672953532,0.11341407316767183
21,0.20604588296231904,0.12063647619896109
22,0.16741680494638198,0.246699891090315
