ID,Energy,Performance
0,0.18896293868343048,0.12983775453416857
1,0.18418029466610708,0.15302426547182466
2,0.19734574608102184,0.11909041938383823
3,0.1703163306908183,0.20538677777936323
4,0.20394746840323558,0.1077400148403944
5,0.17722856558016037,0.16708910657971718
6,0.16715641972068138,0.2229897686896217
7,0.17925008682156526,0.16399170935658328
8,0.1856456137895348,0.14264241070791533
9,0.20134132047955153,0.11280394269324617
10,0.195030222910499,0.12564837540490018
11,0.172293854834343,0.1903343012885457
12,0.17454220972750506,0.18435801024557996
13,0.1792409872085709,0.16400312504459252
14,0.196786542028861,0.12377852138301058
15,0.17951031699111633,0.15734153598082162
16,0.18533772791481712,0.14612473066111104
17,0.22712352602686314,0.10706880805947572
18,0.20012000231899424,0.11628661938669213
19,0.17502720971906213,0.18068501262860487
20,0.17614149016388114,0.17315672312675692
21,0.2230976508551666,0.10737703163572539
22,0.1681181643847903,0.20786433881762012
23,0.1717169206084096,0.1981645714122633
