ID,Energy,Performance
0,0.2129653367611048,0.16854692060272983
1,0.2081185896900922,0.1779052076107009
2,0.21540141628125192,0.16144796980463605
3,0.2157008274174706,0.15854301481781863
4,0.25156443021957614,0.10713888733897423
5,0.2540144816342729,0.09983344397527188
6,0.21400619601949164,0.16602683261053613
7,0.21828994137993196,0.14118841304312488
8,0.24702290809325275,0.1084031051209717
9,0.21667398393851023,0.1522315915172854
10,0.20985888761589408,0.1714898790085369
11,0.2227793267722316,0.13271716537550232
12,0.2614631893090439,0.09788780072676598
13,0.2775853490526211,0.09055885235825493
14,0.23420355418741437,0.11865194623636546
15,0.23812421783177573,0.1121966371587326
16,0.23324624498301158,0.11957061848038167
17,0.23474517608619283,0.1168813823227426
18,0.2527105944281586,0.10080945085718579
19,0.22697942830758364,0.12795399697114948
20,0.2095158729161482,0.1730651536766001
21,0.23275375914291724,0.12456993529753164
22,0.2694106654879013,0.09422980689430348
23,0.21879133547494037,0.14072885724817463
24,0.2176344813604612,0.1506365462844299
