ID,Energy,Performance
0,0.217364907696735,0.11827188977668161
1,0.18282499441683256,0.21869508190101372
2,0.21290940420794466,0.12227996455731985
3,0.26319415670180984,0.09074440500328879
4,0.18831912904860656,0.17644692567365555
5,0.18486268646707585,0.19410167482971755
6,0.24890115994192974,0.09836741572073902
7,0.2106875179630926,0.12913533528045457
8,0.26292355581990134,0.091288198534922
9,0.22204435070539652,0.11638327018520432
10,0.21122005279474887,0.12725215168286722
11,0.2028032360398706,0.1357255071588157
12,0.19220839296955997,0.16151386217270464
13,0.22955700508293705,0.10946965667039163
14,0.23383435496620053,0.10372730569622268
15,0.20137476803919083,0.15155609207952392
16,0.2131728264187705,0.12187828343738084
17,0.20161560369953715,0.14838632521377043
18,0.19382937191793193,0.15596487726690655
19,0.1828754202039497,0.19779543267793367
20,0.23716000566239576,0.10224366764954615
21,0.22361989391850146,0.11094339344248291
22,0.2398551589300875,0.10072023036188966
23,0.21588277475247403,0.12160007703579913
24,0.2416485135292125,0.09891353896403936
25,0.2519162893414154,0.09577075792509668
26,0.2528532810072409,0.0916599816884663
27,0.23251067805437392,0.1079877659074654
28,0.1910846683108161,0.17074437394046654
29,0.18287524511441122,0.20933235899614278
30,0.2142417480519321,0.12182256450000896
31,0.2068742429018922,0.13460472170429283
32,0.2568900578644658,0.09148933030884987
33,0.22498016454389588,0.10976824804906063
34,0.18626629175327417,0.18239234984814165
35,0.23486265582640659,0.10284162697743986
36,0.2027041353610222,0.1478825250657561
37,0.2523362415997509,0.09346181952034344
38,0.20970579092015446,0.12943062623426185
39,0.1989153728352259,0.15177896782901162
40,0.23369848548424574,0.10519385919067373
41,0.20701895440554638,0.13010255390758657
