ID,Energy,Performance
0,0.20744391325311973,0.15560477396685085
1,0.19724505199712422,0.17758484693876456
2,0.2194580800742826,0.13854335168952456
3,0.261841220749362,0.09354607629715644
4,0.19115440806208783,0.1949207656672439
5,0.2073208339459128,0.1572247530228359
6,0.20423581044982628,0.1590498008561461
7,0.2095194488605481,0.14879421916045227
8,0.1970529861443039,0.1865590166298564
9,0.2200355568534572,0.13524532289975394
10,0.1889396201427193,0.22290440387877844
11,0.25730519547269165,0.09482577403820709
12,0.19913665394055288,0.1732297603866693
13,0.23079051362813227,0.10497914276965421
14,0.21263115324579895,0.14725288194488342
15,0.18957109831057928,0.2090139406054822
16,0.1891652198528114,0.2131382444269828
17,0.24382431073075192,0.099139718265071
18,0.21127079339004756,0.1481515846116561
19,0.22251569169794005,0.12869383617254662
20,0.20202093115754965,0.162104832787519
21,0.19531589578846756,0.19025411171469853
22,0.1905229298942279,0.20881122894054016
23,0.19767258583411104,0.1755380162585041
24,0.19505886379799017,0.19367085325539715
25,0.22239937398593232,0.1328052830174124
26,0.2134956323293066,0.14168388251551892
27,0.22960421916230597,0.11844532581400198
28,0.25136221015714016,0.09574590499937108
29,0.2250373098426989,0.11933074293825204
30,0.23712018909075086,0.10353744712300506
