ID,Energy,Performance
0,0.2443411282002267,0.10484869132568657
1,0.2203017025967535,0.12877712879874417
2,0.25224162598145883,0.09820246262693798
3,0.2534186311414411,0.09791262044109558
4,0.20776002601636823,0.13845368211337203
5,0.18703524573727381,0.19205901186903754
6,0.21129450480412748,0.12985200117607154
7,0.22377488083623667,0.1189979025742162
8,0.22967869508102945,0.11436730521192745
9,0.18878135895349904,0.18711572882659847
10,0.24262038371372607,0.10486170966115238
11,0.23025931863574772,0.1107391196805055
12,0.2397105124899004,0.10572656926822951
13,0.2291933990738424,0.11678282051326139
14,0.2346634340151549,0.11064946510607118
15,0.215906851565744,0.12890043454221273
16,0.23585056935048807,0.10585159441449545
17,0.19414645566810138,0.16113014872097312
18,0.18998329992972948,0.17361989064106953
19,0.24501534764857036,0.10312634098066384
20,0.19794388610150318,0.16074623063921747
21,0.22296290831966198,0.1284720576166965
22,0.22760062381100335,0.11706185502437746
23,0.24953219369726523,0.1027836885660451
24,0.18292880166432715,0.20772842081941337
25,0.22740780414855802,0.11844916745288407
26,0.18652137744063613,0.19549315051332775
27,0.20162642129823466,0.152860066894594
28,0.20371453616091614,0.14503629290861791
29,0.18982329510880488,0.1816003759105773
30,0.2301042490284558,0.11402907411878764
31,0.20024966986018272,0.15895240226361837
32,0.2519119190777357,0.09834247114043812
33,0.19988801394189176,0.16074058117288326
34,0.2498548874026687,0.10141258764962797
